author,desc,rating,reviews,title,totalratings,New_genre,Business,Classics,Comics,Contemporary,Crime,Fantasy,Fiction,History,Horror,Humor,Manga,Mystery,Nonfiction,Philosophy,Poetry,Psychology,Religion,Romance,Science,Suspense,Thriller
Ã–zdemir Asaf,"Bu kitapta, Ã–zdemir Asafâ€™Ä±n Ã¶lÃ¼mÃ¼nden sonra, arkasÄ±nda bÄ±raktÄ±ÄŸÄ± defterlerden, dosyalardan seÃ§ilmiÅŸ ÅŸiirlerini bulacaksÄ±nÄ±z. BunlarÄ±n bÃ¼yÃ¼k Ã§oÄŸunluÄŸu dergilerde bile gÃ¶rÃ¼nmemiÅŸ ÅŸiirlerdir.,Ã–zdemir Asaf yoÄŸun dÃ¼ÅŸÃ¼n ve duyarlÄ±klarÄ±, Ã§arpÄ±cÄ± sÃ¶zcÃ¼kler seÃ§tiÄŸini sezdirmeden, kÃ¼Ã§Ã¼k dizeler halinde iÅŸlediÄŸi kÄ±sa ÅŸiirlerle verdi. Daha sonra, kimi bir kitaptan, kimi yaÅŸamdan kopardÄ±ÄŸÄ± izlenimlerden esinlenerek bilgece dÃ¶rtlÃ¼kler yazdÄ±. Kendisiyle birlikte Ã§aÄŸÄ±yla ve toplumuyla hesaplaÅŸmalarda buruk Ã¶fkesini iÃ§inde saklayan yeni taÅŸlama biÃ§imleri getirdi.â€ ,ÅžÃ¼kran Kurdakul,â€œÄ°ÅŸimiz zordu. Binlerce ÅŸiir arasÄ±ndan bir ÅŸiir yapmak gerekiyordu. Ã–zdemir Asaf birÃ§ok ÅŸiirinin defterlerde ve dergi yapraklarÄ±nda sararmasÄ±nÄ± istemiÅŸ.,KÄ°taplarÄ±na almamÄ±ÅŸ. KitaplarÄ±na almadÄ±ÄŸÄ± eski ÅŸiirlerini biz de dÄ±ÅŸarda bÄ±raktÄ±k. Åžiir ayÄ±klama iÅŸi, seÃ§me iÅŸinin bÃ¼yÃ¼k bÃ¶lÃ¼mÃ¼nÃ¼ aldÄ±. BirÃ§ok ÅŸiiri Ã–zdemir Asaf tamamlamÄ±ÅŸtÄ±. GÃ¶nlÃ¼mÃ¼z rahat, onlarÄ± kitaba aldÄ±k. BazÄ± ÅŸiirler ise birkaÃ§ kez yazÄ±lmÄ±ÅŸlardÄ±, bunlarÄ± da Ã¶zenli bir eleÅŸtirel seÃ§me iÅŸleminden sonra kitaba koyduk.â€,DoÄŸan HÄ±zlan",4.1,10,Benden Sonra Mutluluk,340,Poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Howard Georgi,"Howard Georgi is the co-inventor (with Sheldon Glashow) of the SU(5) theory. This extensively revised and updated edition of his classic text makes the theory of Lie groups accessible to graduate students, while offering a perspective on the way in which knowledge of such groups can provide an insight into the development of unified theories of strong, weak, and electromagnetic interactions.",3.94,6,Lie Algebras In Particle Physics: from Isospin To Unified Theories,33,Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mark A. Roeder,"Someone Is Watching. Someone Knows. It was a nightmare come true for seventeen-year-old Ethan. It's hard hiding a secret. It's even harder keeping that secret when someone else knows. Who is the mysterious note-writer, the secret tormentor? Who is the enemy that hides among Ethan's friends and teammates? Who holds Ethan's secret over his head, threatening to destroy his entire world? Someone Is Watching is the story of a young high school wrestler that must come to grips with being gay. He struggles first with himself, then with an unknown classmate that hounds his every step. While struggling to discover the identity of his tormentor, Ethan must discover his own identity and learn to live his life as his true self. In the end he is faced with a terrible decision. He must give up what he wants the most, or face his greatest fear of all.",4.01,28,Someone Is Watching,482,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
William  James,"This is the first inexpensive edition of the complete ,Long Course in Principles of Psychology,, one of the great classics of modern Western literature and science and the source of the ripest thoughts of Americaâ€™s most important philosopher. As such, it should not be confused with the many abridgements that omit key sections.,The book presents lucid descriptions of human mental activity, with detailed considerations of the stream of thought, consciousness, time perception, memory, imagination, emotions, reason, abnormal phenomena, and similar topics. In its course it takes into account the work of Berkeley, Binet, Bradley, Darwin, Descartes, Fechner, Galton, Green, Helmholtz, Herbart, Hume, Janet, Kant, Lange, Lotze, Locke, Mill, Royce, Schopenhauer, Spinoza, Wundt, and scores of others. It examines contrasting interpretations of mental phenomena, treating introspective analysis, philosophical interpretations, and experimental research.,It remains unsurpassed today as a brilliantly written survey of William Jamesâ€™ timeless view of psychology.",4.17,20,The Principles of Psychology: Volume 1,649,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aleksandar TeÅ¡iÄ‡,"Knjiga koja slobodno moÅ¾e da se nazove srpskom verzijom â€žGospodara prstenovaâ€. Monah Gavrilo, odnosno kosingas, vitez reda Zmaja, upoznaje Marka KraljeviÄ‡a i sa njim kreÄ‡e u pohod po Srbiji. Prvi zadatak im je da savladaju aÅ¾daju na Jezeru lutajuÄ‡eg ostrva i tako osvoje kasnije toliko Äuven Markov buzdovan. Dvojica junaka nailaze na sela u kojima se praktikuju obiÄaji koji Äesto nisu ni najmanje lepi niti humani, susreÄ‡u se sa razliÄitim mitoloÅ¡kim biÄ‡ima, od kojih veÄ‡ina nije bezazlena, ali stiÄu i sjajne neobiÄne prijatelje. DruÅ¾enje koje za cilj izmeÄ‘u ostalog ima i to da neustraÅ¡ivi Gavrilo pripremi Marka da postane kosingas. ,Prava avantura sa mitskim prizvukom koja nas goni da sve brÅ¾e okreÄ‡emo njene stranice, a takoÄ‘e uÅ¾ivamo i u sjajnim ilustracijama iz Gavrilove beleÅ¾nice. ÄŒitajuÄ‡i ovu neobiÄnu knjigu otkrivamo mnogo toga o proÅ¡losti srpskog naroda, ali i o slovenskim boÅ¾anstvima, o tome kako je hriÅ¡Ä‡anstvo prodiralo na ove prostore i sa kakvim se verovanjima sudaralo. Srpska mitologija u malom u kojoj mogu da uÅ¾ivaju svi od sedam do 77 godina.",4.41,39,Kosingas - Red Zmaja,502,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Therese Bohman,Marlaine Delargy","Drowned,Â , set in the idyllic countryside during a short-lived Swedish summer, gets under oneâ€™s skin from the first page, creating an atmosphere of foreboding in which even the perfume of freshly picked vegetables roasting in the kitchen becomes ominous.,Marina has left behind her stalled relationship and floundering career in Stockholm to visit her sister in rural SkÃ¥ne, where she lives in a house full of books, gorgeous flowers and, as Marina soon learns, many secrets. Nothing is as it seems in this spellbinding novel of psychological suspense that combines hothouse sensuality with ice-cold fear on every page.,More than a mere thriller, this debut novel delves deep into the feminine soul and at the same time exposes the continuing oppression of women in Swedenâ€™s supposedly enlightened society. Mixing hothouse sensuality with ice-cold fear on every page,Â ,DrownedÂ , heralds the emergence of a major new talent on the international scene.",2.9,230,Drowned,1343,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Dan Slott,Humberto Ramos,Carlos Cuevas,Edgar Delgado,Joseph Damon","Spidey hits the Big time, creating new opportunities, technology and costumes. Plus the debut of the new Hobgoblin!,Collecting:, Amazing Spider-Man #648-651",4.18,88,Spider-Man: Big Time,2123,Comics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan T. Fiske,"The United States was founded on the principle of equal opportunity for all, and this ethos continues to inform the nation's collective identity. In reality, however, absolute equality is elusive. The gap between rich and poor has widened in recent decades, and the United States has the highest level of economic inequality of any developed country. Social class and other differences in status reverberate throughout American life, and prejudice based on another's perceived status persists among individuals and groups. In Envy Up, Scorn Down, noted social psychologist Susan Fiske examines the psychological underpinnings of interpersonal and intergroup comparisons, exploring why we compare ourselves to those both above and below us and analyzing the social consequences of such comparisons in day-to-day life.,What motivates individuals, groups, and cultures to envy the status of some and scorn the status of others? Who experiences envy and scorn most? Envy Up, Scorn Down marshals a wealth of recent psychological studies as well as findings based on years of Fiske's own research to address such questions. She shows that both envy and scorn have distinctive biological, emotional, cognitive, and behavioral characteristics. And though we are all wired for comparison, some individuals are more vulnerable to these motives than others. Dominant personalities, for example, express envy toward high-status groups such as the wealthy and well-educated, and insecurity can lead others to scorn those perceived to have lower status, such as women, minorities, or the disabled. Fiske shows that one's race or ethnicity, gender, and education all correlate with perceived status. Regardless of whether one is accorded higher or lower status, however, all groups rank their members, and all societies rank the various groups within them. We rate each group as either friend or foe, able or unable, and accordingly assign them the traits of warmth or competence. The majority of groups in the United States are ranked either warm or competent but not both, with extreme exceptions: the homeless or the very poor are considered neither warm nor competent. Societies across the globe view older people as warm but incompetent. Conversely, the very rich are generally considered cold but highly competent. Envy Up, Scorn Down explores the nuances of status hierarchies and their consequences and shows that such prejudice in its most virulent form dehumanizes and can lead to devastating outcomes from the scornful neglect of the homeless to the envious anger historically directed at Tutsis in Rwanda or Jews in Europe.,Individuals, groups, and even cultures will always make comparisons between and among themselves. Envy Up, Scorn Down is an accessible and insightful examination of drives we all share and the prejudice that can accompany comparison. The book deftly shows that understanding envy and scorn and seeking to mitigate their effects can prove invaluable in our lives, our relationships, and our society.",3.8,3,"Envy Up, Scorn Down: How Status Divides Us: How Status Divides Us",35,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
James Sallis,"A hired killer on his final job, a burned-out detective whose wife is dying slowly and in agony, a young boy abandoned by his parents and living alone by his wits. Three people, solitary and sundered from society.,In what is at one and the same time a coming-of-age novel, a realistic crime novel and a novel of the contemporary Southwest, ,The Killer Is Dying, is above all the story of three men of vastly different age and background, and of the shape their lives take against the unforgiving sunlight and sprawl of America's fifth largest city, Phoenix.,The detective, Sayles, is looking for the killer, Christian, though he doesn't know that. Christian is trying to find the man who stepped in and took down his target before he had the chance. And the boy, Jimmie, is having the killer's dreams. While they never meet, through the course of the novel, all find community.",3.45,114,The Killer Is Dying,528,Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Leo Rosten," Do you know when to cry ,Mazel tov, -- and when to avoid it like the plague? Did you know that ,Oy!, is not a word, but a vocabulary with 29 distinct variations, sighed, cried, howled, or moaned, employed to express anything from ecstasy to horror? Here are words heard 'round the English-speaking world: chutzpa, or gall, brazen nerve, effrontery, ""...that quality enshrined in a man who, having killed his mother and his father, throws himself on the mercy of the court because he is an orphan."" Then there's ,mish-mosh,, or mess, hodgepodge, total confusion...and shamus, or private eye. , They're all here and more, in Leo Rosten's glorious classic ,The Joys of Yiddish,, which weds scholarship to humor and redefines ,dictionary, to reflect the heart and soul of a people through their language, illuminating each entry with marvelous stories and epigrams from folklore and the Talmud, from Bible to borscht belt and beyond. With Rosten's help, anyone can pronounce and master the nuances of words that convey everything from compassion to skepticism. Savor the irresistible pleasure of Yiddish in this banquet of a book!",4.24,54,The Joys of Yiddish,644,Humor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mariah Stewart,"Three devious prisoners vow murderous revenge. Now the first is free. , ,It was inescapably chilling, as if the murderer was methodically working his way down a page torn from the phone book. The three victims brutally killed in their own homes had one thing in common: they were all listed as M. Douglas. The fact that Mara Douglas is next on the list has her jumping at shadows, until FBI agent Aidan Shields shows up to make sure she doesn't become the fourth victim.,Aidan has been out of commission since an undercover operation went bad more than a year ago. Back on the job, his razor-sharp instincts are returning. But it will take all of Aidan's wits to stay one step ahead of the elusive killer who has engaged him in a deadly game--a game in which Mara's life is the prize. A game only one can win ...",4.0,109,Dead Wrong,2672,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
